,Filename,Rating
0,AF1.jpg,0.0
1,AF2.jpg,1.0
2,AF3.jpg,0.0
3,AF4.jpg,0.0
4,AF5.jpg,0.0
5,AF6.jpg,0.0
6,AF7.jpg,0.0
7,AF8.jpg,0.0
8,AF9.jpg,0.0
9,AF10.jpg,0.0
10,AF11.jpg,0.0
11,AF12.jpg,0.0
12,AF13.jpg,1.0
13,AF14.jpg,1.0
14,AF15.jpg,1.0
15,AF16.jpg,0.0
16,AF17.jpg,1.0
17,AF18.jpg,1.0
18,AF19.jpg,1.0
19,AF20.jpg,0.0
20,AF21.jpg,0.0
21,AF22.jpg,1.0
22,AF23.jpg,1.0
23,AF24.jpg,0.0
24,AF25.jpg,0.0
25,AM1.jpg,1.0
26,AM2.jpg,1.0
27,AM3.jpg,1.0
28,AM4.jpg,0.0
29,AM5.jpg,0.0
30,AM6.jpg,1.0
31,AM7.jpg,1.0
32,AM8.jpg,1.0
33,AM9.jpg,1.0
34,AM10.jpg,0.0
35,AM11.jpg,1.0
36,AM12.jpg,0.0
37,AM13.jpg,0.0
38,AM14.jpg,0.0
39,AM15.jpg,0.0
40,AM16.jpg,1.0
41,AM17.jpg,0.0
42,AM18.jpg,0.0
43,AM19.jpg,1.0
44,AM20.jpg,0.0
45,AM21.jpg,1.0
46,AM22.jpg,1.0
47,AM23.jpg,1.0
48,AM24.jpg,0.0
49,AM25.jpg,0.0
50,CF1.jpg,1.0
51,CF2.jpg,1.0
52,CF3.jpg,1.0
53,CF4.jpg,1.0
54,CF5.jpg,1.0
55,CF6.jpg,1.0
56,CF7.jpg,1.0
57,CF8.jpg,1.0
58,CF9.jpg,1.0
59,CF10.jpg,1.0
60,CF11.jpg,1.0
61,CF12.jpg,1.0
62,CF13.jpg,1.0
63,CF14.jpg,1.0
64,CF15.jpg,1.0
65,CF16.jpg,1.0
66,CF17.jpg,0.0
67,CF18.jpg,1.0
68,CF19.jpg,1.0
69,CF20.jpg,1.0
70,CF21.jpg,1.0
71,CF22.jpg,0.0
72,CF23.jpg,0.0
73,CF24.jpg,0.0
74,CF25.jpg,1.0
75,CM1.jpg,0.0
76,CM2.jpg,1.0
77,CM3.jpg,1.0
78,CM4.jpg,1.0
79,CM5.jpg,0.0
80,CM6.jpg,1.0
81,CM7.jpg,1.0
82,CM8.jpg,0.0
83,CM9.jpg,1.0
84,CM10.jpg,1.0
85,CM11.jpg,1.0
86,CM12.jpg,1.0
87,CM13.jpg,1.0
88,CM14.jpg,0.0
89,CM15.jpg,0.0
90,CM16.jpg,1.0
91,CM17.jpg,1.0
92,CM18.jpg,0.0
93,CM19.jpg,1.0
94,CM20.jpg,1.0
95,CM21.jpg,1.0
96,CM22.jpg,1.0
97,CM23.jpg,1.0
98,CM24.jpg,0.0
99,CM25.jpg,1.0
100,CF55.jpg,1.0
101,AM1648.jpg,0.0
102,AF1759.jpg,1.0
103,AF1488.jpg,1.0
104,CM51.jpg,0.0
105,CM621.jpg,0.0
106,AM1764.jpg,1.0
107,CM566.jpg,0.0
108,AM1827.jpg,0.0
109,CF297.jpg,1.0
110,AM962.jpg,0.0
111,AM296.jpg,0.0
112,AM1437.jpg,0.0
113,AM209.jpg,1.0
114,CF51.jpg,0.0
115,CF394.jpg,1.0
116,AF1075.jpg,1.0
117,AM608.jpg,1.0
118,AM1135.jpg,0.0
119,AM1475.jpg,1.0
120,AF1000.jpg,1.0
121,CM643.jpg,1.0
122,CF109.jpg,1.0
123,AM119.jpg,1.0
124,AF946.jpg,1.0
125,CF515.jpg,0.0
126,AM1879.jpg,1.0
127,AM102.jpg,0.0
128,AM694.jpg,0.0
129,AF1229.jpg,0.0
130,AM1596.jpg,0.0
131,AM967.jpg,0.0
132,CF278.jpg,0.0
133,CF237.jpg,1.0
134,AM1718.jpg,1.0
135,CF592.jpg,0.0
136,AF909.jpg,1.0
137,CM52.jpg,0.0
138,AF1805.jpg,1.0
139,AM116.jpg,1.0
